address,area,Sum of avg_order_value,Sum of customer_id,customer_name,customer_segment,email,Sum of phone,Sum of pincode,Year,Quarter,Month,Day,Sum of total_orders
"82/547
Deep Road
Phusro-585053",Panihati,1705.17,6150721,Vaishnavi Master,New,ldeshpande@example.org,917601993410,15615,2023,Qtr 4,November,7,2
"82/55, Sundaram Zila, Gopalpur 792114",Nangloi Jat,1278.01,12507907,Maanas Dugal,Regular,warda81@example.net,910113438632,978091,2023,Qtr 4,November,22,19
"82/551
Mann Chowk
Burhanpur 650361",Noida,429.04,81229704,Vamakshi Hari,Premium,jason27@example.org,919979249916,89095,2024,Qtr 1,March,22,10
"82/63
Pant
Shimoga-462093",Udaipur,1310.87,78157360,Xavier Toor,Regular,rayaan93@example.net,918405744884,574799,2024,Qtr 3,August,5,20
"82/635
Karan Street, Srinagar 417962",Ahmedabad,895.49,51048402,Leela Bhandari,Premium,wnarayan@example.com,915440414387,68801,2024,Qtr 1,February,13,12
"82/74
Kaul Street, Chandigarh 578066",Mau,1781.37,18954314,Ladli Nagarajan,Inactive,krishnadamyanti@example.org,915691931638,381178,2024,Qtr 4,October,18,6
"82/83, Shan Circle
Chittoor-396809",Panchkula,969.68,23081177,Harinakshi Batta,New,bhavanibajaj@example.net,911251297321,828437,2024,Qtr 2,June,14,14
"82/952, Behl Street
Sikar 557241",Anantapuram,1251.78,4988545,Prisha Jha,Regular,urvibuch@example.net,915879557112,576389,2023,Qtr 2,April,6,10
"820
Doctor Ganj
Chennai 396453",Arrah,1621.1,91384030,Gaurika Sheth,Premium,guneet73@example.org,916966755401,418798,2023,Qtr 4,December,25,11
"820
Palla
Yamunanagar-519750",Yamunanagar,478.45,91320466,Laban Raju,Premium,ryandyal@example.net,912182736551,776068,2023,Qtr 4,October,15,8
"824
Bedi Nagar
Siliguri 925880",Morbi,1897.84,17287733,Balhaar Chaudhari,Premium,ranveerkrish@example.com,915241154906,410335,2024,Qtr 2,April,27,12
"824
Narasimhan
Malda 057726",Sambalpur,1190.21,98225598,Neelima Som,Premium,gyohannan@example.com,910109338724,731095,2023,Qtr 2,May,12,9
"825
Arya Street
Deoghar 673152",Orai,362.53,32500305,Ridhi Khatri,New,anthonydey@example.net,914334213807,277971,2024,Qtr 2,June,9,5
"827
Narula Street, Karnal-354449",Satara,1299.25,55060796,Lopa Barman,New,yashodhara48@example.net,910750969994,268202,2024,Qtr 3,July,2,5
"828, Sahni Nagar, Tenali-855185",Srinagar,679,88779806,Ethan Taneja,Regular,mohammed37@example.com,914425141669,651071,2023,Qtr 3,July,29,11
"829, Yogi Zila, Indore 022222",Guntur,1875.03,54338574,Yashodhara Gokhale,Premium,nandagavin@example.org,916150079211,515677,2023,Qtr 3,August,9,3
"83
Shukla Zila
Bhagalpur 663970",Rajpur Sonarpur,1518.83,6335221,Lajita Loyal,Premium,vedhikagulati@example.com,917625044170,713686,2024,Qtr 1,January,5,20
"83
Sridhar Path, Siwan-890863",Berhampur,338.13,55936462,Upkaar Mahajan,New,saanviseth@example.org,914729548361,622771,2023,Qtr 2,April,24,5
"83, Grover
Raichur 632370",Dibrugarh,1556.07,37245065,Ishani Dhillon,Inactive,abhiramagate@example.net,919828958601,796944,2024,Qtr 3,July,21,16
"83, Murty Street, Mira-Bhayandar 564005",Etawah,501.25,79764458,Bhavani Kant,New,mekhala15@example.org,915988293261,466737,2023,Qtr 4,December,21,3
"83/053
Deshmukh Road
Amravati-859834",Sangli-Miraj & Kupwad,1241.73,1497747,Nachiket Kalla,Inactive,solankibarkha@example.org,917538099191,323849,2024,Qtr 2,April,11,7
"83/13
Chawla Ganj
Ramgarh-215667",Jalna,1743.81,58979427,Kiaan Wason,Premium,chaudhrysuhani@example.com,913744116463,771132,2024,Qtr 1,January,22,3
"83/135
Balan Path, Hyderabad 383012",Thane,1695.68,80850753,Gautami Rai,Premium,anirudh54@example.com,910381254916,717111,2023,Qtr 4,December,15,6
"83/387
Shankar Chowk, Suryapet 985417",Kottayam,884,69240186,Triya Memon,Regular,ssoman@example.org,919926498016,850470,2024,Qtr 2,April,16,8
"83/41
Kota, New Delhi 417281",Kakinada,1532.5,82425179,Gagan Patil,Regular,diyalal@example.net,910042768876,367377,2024,Qtr 2,June,13,17
"83/51, Prakash Path
Parbhani 536736",Unnao,1422.63,12277039,Manthan Trivedi,Regular,mparmer@example.org,916416122694,287796,2023,Qtr 3,September,13,1
"83/59, Kanda Ganj
Guna-842560",Jaunpur,640.54,42797397,Banjeet Shanker,Premium,upkaar20@example.com,918446664143,518798,2023,Qtr 2,May,8,8
"83/623, Halder Marg
Panchkula 692228",Nangloi Jat,271.25,90665975,Hamsini Dhingra,Inactive,zaitra78@example.com,917329062634,402144,2023,Qtr 3,September,24,15
"83/630, Morar Road, Chandrapur 044856",Mira-Bhayandar,1591.21,51994597,Xavier Divan,Regular,sahotaavni@example.org,913221280042,964776,2024,Qtr 3,August,23,12
"83/709, Boase Ganj
Bhubaneswar 278803",Kottayam,1273.07,46025543,Rachit Chatterjee,Premium,zayan61@example.org,918285527362,928642,2023,Qtr 4,November,25,16
"83/95, Sheth Marg, Chandrapur-896229",Raiganj,1823.58,95858939,Chakrika Shroff,Regular,nbalay@example.com,910696161916,353023,2023,Qtr 4,October,19,8
"830
Nagar Zila, Buxar 534238",Nanded,1915.27,29324437,Radhika Bains,Premium,nram@example.org,918868584547,869550,2024,Qtr 3,August,19,11
"830
Naik Chowk, Shivpuri-973829",Durgapur,316.82,86995126,Bimala Bhattacharyya,New,sanishaurya@example.org,914697751039,924849,2023,Qtr 2,June,12,10
"830
Saran Path, Dindigul-325356",Tirupati,719.09,26245432,Darika Konda,Inactive,tanklekha@example.com,912092993789,459997,2024,Qtr 1,January,11,17
"836, Seshadri Road, Khammam-540650",Ballia,536.02,95873651,Shivani Divan,Inactive,matthewbal@example.org,919844424826,584545,2024,Qtr 2,June,2,14
"838
Arya, Nanded 274834",Mango,1518.23,46741896,Jagvi Patla,Premium,faras93@example.net,915373835658,656521,2023,Qtr 4,October,21,13
"839, Bhatti Ganj, Saharanpur 068437",North Dumdum,1898.27,97111069,Megha Hora,Inactive,inaya49@example.com,918549511420,143574,2024,Qtr 1,February,16,10
"839, Boase Zila, Bahraich 523840",Tiruppur,412.9,51945420,Geetika Kalita,Premium,bhandariaryan@example.com,913223300806,611743,2023,Qtr 2,April,5,3
"84
Varughese Chowk, Kolkata 159107",Madhyamgram,1504.96,39140039,Upasna Naidu,New,nathaniel57@example.org,917392142715,316077,2023,Qtr 4,November,19,18
"84, Golla
Ghaziabad 458388",Alappuzha,1226.88,35554129,Darika Natarajan,Premium,wahabmisra@example.com,915987778693,464641,2024,Qtr 3,August,11,15
"84, Sekhon Circle
Bijapur 527244",Bidar,1815.79,40667183,Yatin Setty,New,lthakkar@example.com,911961148190,428468,2024,Qtr 3,September,9,19
"84/24
Hans Path, Kakinada-824537",Hubli–Dharwad,1846.48,93699264,Bakhshi Ghose,Inactive,fbalakrishnan@example.org,912273731670,527137,2023,Qtr 4,October,14,17
"84/257
Zachariah Road
Pune-664139",Jaipur,448.52,24104630,Jonathan Deo,Premium,tanvi11@example.org,915071245367,670567,2024,Qtr 1,January,14,13
"84/33, Menon Ganj, Sambalpur-870513",Yamunanagar,1224.69,44149982,Tara Uppal,New,gbuch@example.net,918265809377,603400,2023,Qtr 3,August,16,7
"84/431, Sidhu Chowk, Bardhaman 485811",Gulbarga,1315.84,9900288,Jasmit Pall,Regular,waidarau@example.org,911752527726,536115,2024,Qtr 1,January,9,10
"84/461, Ahuja Circle, Nadiad-378990",Pondicherry,203.05,70529459,Zayyan Parsa,Regular,alexanderbajaj@example.org,919342363612,829855,2023,Qtr 2,May,4,5
"84/47
Banik Ganj, Solapur 423436",Durgapur,1888.83,81959925,Aarav Gopal,Inactive,indalikapur@example.org,910924963437,158515,2023,Qtr 4,October,11,1
"84/481
Gupta Marg
Kolhapur-377160",Satna,526.7,4543215,Farhan Soni,Premium,binakala@example.com,910054329885,339165,2023,Qtr 4,October,21,6
"84/796, Raju Nagar
Ballia-732796",Madhyamgram,212.33,42101831,Eshana Dutt,Inactive,neelima02@example.net,912499219448,546948,2023,Qtr 3,September,16,8
"841, Kibe Chowk, Thrissur-092044",Howrah,724.91,98016334,Krishna Char,Regular,krishnabhavsar@example.net,919448360416,326443,2024,Qtr 3,August,19,18
"843, Yogi Zila
Panvel-489127",Alappuzha,340.65,88324928,Geetika Nanda,Regular,jpalla@example.org,911669329675,137999,2023,Qtr 1,March,19,13
"845, Prakash Marg, Tadepalligudem 032115",Kirari Suleman Nagar,620.03,75028268,Pahal Malhotra,Inactive,wazir75@example.com,911145482764,412117,2023,Qtr 4,November,13,10
"849
Sani Ganj
Ahmednagar 929709",Khammam,512.27,68754962,Odika Rout,Inactive,bsinha@example.com,916771724656,12144,2023,Qtr 4,October,26,2
"85, Samra Zila
Thane-835654",Baranagar,1043.28,16561710,Isaiah Natt,New,amrita65@example.org,914278244798,881409,2023,Qtr 3,September,16,12
"85/279, Krishnan Chowk, Bhiwandi 709482",Gudivada,769.19,31708103,Kabir Mani,New,gaurang03@example.org,917121002615,479673,2023,Qtr 3,September,25,1
"85/29
Krish Path, Bettiah-285272",Allahabad,941.76,85474732,Waida Lanka,Premium,banikgirik@example.net,913775284880,79025,2024,Qtr 1,January,1,1
"85/427
Ramesh Road
Alwar-246479",Vijayawada,1807.2,19771128,Urvashi Bhandari,Regular,maxlad@example.net,917898424469,962095,2023,Qtr 4,November,26,4
"85/433, Brar Path
Vijayawada-143684",Belgaum,923.09,44139071,Lopa Padmanabhan,Regular,jagratimangat@example.com,919143735194,769214,2024,Qtr 1,January,16,8
"85/452
Khatri
Jammu 831625",Mira-Bhayandar,1617,4458329,Nimrat Sandal,Inactive,manyachatterjee@example.net,914812159247,842142,2024,Qtr 3,July,1,10
"85/83, Jaggi Road, Jalandhar 841040",Karawal Nagar,517.58,9195970,Riya Uppal,New,sunderabhimanyu@example.com,917453089439,785030,2024,Qtr 2,June,21,14
"85/835, Muni Ganj, Jehanabad-068341",Jaunpur,205.59,91072336,Tristan Parmer,Premium,abhakhare@example.net,915925237933,377289,2023,Qtr 2,June,7,3
"853, Date Nagar, Bongaigaon 192745",Miryalaguda,745.4,49756591,Madhav Murthy,Inactive,jai91@example.org,915119861073,796425,2024,Qtr 2,April,17,20
"854
Aggarwal Chowk
Bokaro 633335",Nandyal,289.7,91614690,Chaman Yohannan,Premium,mugdhakakar@example.net,913350708864,343492,2023,Qtr 2,June,9,18
"855, Rana Circle, Dibrugarh 752009",Bulandshahr,1601.91,70554546,Jonathan Doctor,Inactive,rushil75@example.net,913502449874,169284,2024,Qtr 2,April,19,14
"859, Kumar Nagar, Chittoor-489508",Chennai,1889.95,27692428,Warjas Tara,Regular,akshaydeshmukh@example.com,912462598771,691326,2024,Qtr 2,May,29,11
"86
Prabhakar Marg
Medininagar 968738",Noida,1438.75,33481252,Ishaan Naidu,Premium,vedika57@example.net,917490197530,51896,2024,Qtr 3,August,18,8
"86, Amble Marg, Raiganj 373001",Shimoga,1630.44,85006599,Siddharth Krishna,Inactive,farya@example.net,913616527604,664694,2024,Qtr 1,January,17,13
"86, Swamy Marg, Agra 946002",Solapur,644.85,17132416,Diya Tak,Regular,timothy84@example.com,914665999776,302449,2024,Qtr 1,January,2,20
"86, Thaker Ganj, Pallavaram-787731",Kollam,1110.52,63402854,Pallavi Sidhu,New,finnmallick@example.org,917562221409,393814,2024,Qtr 3,August,31,1
"86/05
Dutt, Proddatur-587012",Ongole,679.5,19523014,Neha Shroff,New,vaishnaviravi@example.net,916853642519,419857,2024,Qtr 1,February,24,14
"86/06
Nigam Zila, Kumbakonam-777283",Avadi,1882.45,75038062,Udarsh Bail,New,maharajhredhaan@example.com,916496528332,554021,2024,Qtr 2,May,18,19
"86/139
Wali Marg, Cuttack 645746",Serampore,569.23,75474920,Ojas Wali,Regular,khuranafrado@example.org,916596952410,234962,2024,Qtr 4,October,20,18
"86/200, Nazareth Zila, Thoothukudi 902537",Mehsana,1636.24,40871915,Alka Sandal,Premium,harinakshisahota@example.net,910427804429,80248,2024,Qtr 1,February,10,8
"86/296
Buch Marg
Satara 896641",Secunderabad,1757.01,99231937,William Banerjee,Regular,bahadurjitsarin@example.net,917079072572,246460,2023,Qtr 3,August,13,16
"86/38
Ganesan Zila, Srikakulam 027873",Warangal,483.87,44562310,Harsh Om,Inactive,vincent86@example.com,917519462039,439591,2024,Qtr 2,June,29,3
"86/52
Kade Street
Pimpri-Chinchwad 444382",Bihar Sharif,1343.53,21809858,Ekansh Seshadri,Inactive,faqid76@example.org,915264993781,146074,2023,Qtr 2,April,6,9
"86/596, Choudhry Nagar, Madurai-306982",Tezpur,812.35,60700850,Ishwar Dubey,Regular,jbassi@example.com,915664075971,311501,2024,Qtr 3,July,22,2
"86/721
Sekhon
Rajkot 131436",Sambalpur,1577.27,91024604,Manbir Devan,Inactive,ishwarnagi@example.net,916331040254,463411,2023,Qtr 3,August,27,2
"86/834
Kant Circle
Ludhiana 777242",Agartala,899.69,54145987,Rushil Yadav,Premium,ethakkar@example.com,919425054117,697253,2023,Qtr 4,October,3,6
"860
Palla Road
Imphal-322818",Naihati,898.52,35988028,Tejas Char,Premium,ekaraj79@example.org,911918583375,996267,2024,Qtr 3,August,31,6
"863
Sarkar Road, Bokaro-229992",Delhi,1856.92,46023497,Baljiwan Nagi,Premium,wjayaraman@example.com,917679715905,31910,2024,Qtr 2,May,15,12
"866, Zachariah Zila
Madurai 896328",Orai,1214.62,68159723,Yashvi Pathak,New,wallaarunima@example.org,916156322453,197279,2024,Qtr 2,May,21,6
"869, Ganesh Marg
Kota-097284",Kottayam,780.2,71643758,Lucky Kapoor,Inactive,thakkarlavanya@example.org,917216338859,445878,2024,Qtr 3,September,16,7
"87
Barman Zila
Guna 597819",Jabalpur,763.23,14367270,Ganga Mody,Inactive,siddharthkale@example.com,914861358787,191949,2024,Qtr 1,March,28,16
"87, Kohli Road, Ichalkaranji-462134",Bhagalpur,1890.71,23844919,Jagvi Bhatt,Regular,hmannan@example.org,916973617283,632415,2024,Qtr 3,July,25,9
"87, Om Ganj
Mirzapur 784887",Junagadh,1637.67,54205055,Yasti Shukla,Regular,moreekaja@example.com,918002791410,964252,2024,Qtr 2,May,18,9
"87/134, Sankaran Road, Darbhanga 261333",Bardhaman,1704.14,33472376,Krisha Misra,Premium,khannayoshita@example.org,911613537998,123186,2024,Qtr 1,January,16,11
"87/17, Gola Circle
Narasaraopet-044900",Raebareli,1201,23448955,Pranit Gade,Premium,kamdarhemang@example.com,914578541592,185824,2024,Qtr 4,October,12,13
"87/304, Nadig Nagar, Bally 955962",Gangtok,551,69761993,Udant Kade,New,lila77@example.net,918842894766,661415,2024,Qtr 3,August,6,6
"87/32, Parekh Nagar, Jaipur-419966",Gurgaon,1340.89,49241309,Pahal Palla,Inactive,wrideshmannan@example.net,918806437787,751303,2024,Qtr 2,June,19,11
"87/41
Bajwa Ganj
Anand 459332",Raurkela Industrial Township,669.46,45503888,Brinda Natarajan,Premium,udeol@example.org,913380348019,813444,2023,Qtr 2,May,18,5
"87/449
Kothari, Haridwar 669084",Chennai,1809.98,55007963,Darika Borah,New,dominic54@example.com,915919980237,52382,2023,Qtr 3,August,30,10
"87/765, Kota Ganj, Saharsa 993982",Tinsukia,713.25,20835909,Inaya Ramanathan,Premium,madhavsom@example.org,915770149400,681334,2023,Qtr 2,April,2,9
"87/887
Chatterjee Street
Karaikudi 061007",Bhopal,1804.42,63360864,Idika Sahni,Inactive,kotavrinda@example.net,918914014300,402853,2024,Qtr 1,March,28,16
"87/91
Mandal Nagar, Ujjain 018314",Ranchi,1970.33,7728406,Leela Bansal,Inactive,tgulati@example.net,911892493085,684048,2024,Qtr 1,January,10,2
"87/923
Bhavsar
Muzaffarpur 139781",Tinsukia,1921.19,40626729,Rachit Toor,Regular,chavvigola@example.com,914784993048,419606,2024,Qtr 1,March,19,1
"870
Warrior Circle, Bhubaneswar 429828",Kamarhati,487.34,49457685,Bahadurjit Pau,Inactive,osharaf@example.org,918753883807,464123,2023,Qtr 4,October,30,10
"871
Parsa Chowk
Nagercoil 859863",Thrissur,1832.55,57833505,Pooja Nadkarni,New,parmarvasatika@example.org,916008140997,805070,2024,Qtr 1,January,10,5
"875
Mishra Street, North Dumdum 684088",Hazaribagh,737,77086074,Ekantika Mannan,Regular,yatancherian@example.net,913651278015,41866,2023,Qtr 4,December,2,3
"878
Rajagopal Circle, Phagwara-745365",Hapur,1522.55,97739583,Vasudha Nair,Inactive,nratti@example.net,919053447703,333808,2023,Qtr 3,July,21,17
"88
Atwal Zila, Arrah 728863",Bhimavaram,836.6,87889031,Baghyawati Nair,Regular,apandit@example.org,917499048288,48081,2023,Qtr 2,June,10,18
"88
Bhandari Path, Raurkela Industrial Township 646085",Morena,1086.68,26364643,Zehaan Keer,Inactive,riya25@example.com,919889207512,6749,2024,Qtr 3,August,22,9
"88, Aurora Path
Khammam 476253",Aurangabad,415.01,16256136,Panini Mangal,Regular,gautambhasin@example.org,914463536572,36309,2023,Qtr 3,September,9,14
"88, Chaudhary Zila, Kalyan-Dombivli 682393",Udaipur,1326.02,62600289,Tanmayi Zachariah,Inactive,aishanikata@example.net,914705136766,72489,2024,Qtr 1,February,20,10
"88, Contractor
Silchar 827375",Aligarh,1263.17,14207332,Ucchal Uppal,Regular,epandya@example.com,910556108847,571862,2024,Qtr 1,January,3,18
"88, Karan Path
Dehradun 508763",Danapur,518.33,45028365,Qarin Dass,Regular,ekanshdhillon@example.org,919603484558,418635,2023,Qtr 4,November,6,5
"88, Nadkarni Nagar, Gaya 628811",Delhi,285.81,92885616,Noah Dey,Inactive,nakshraghavan@example.net,913954332213,342749,2024,Qtr 1,February,7,13
"88/17, Guha Zila, Avadi 258872",Aligarh,398.91,53392567,Darika Banerjee,Regular,chadhapallavi@example.net,910921533258,227395,2024,Qtr 2,April,16,18
"88/20, Manne Path
Arrah 855340",Vellore,949.01,19741509,Michael Vohra,Regular,choudhuryalka@example.org,911109947941,19974,2024,Qtr 1,March,11,3
"88/275
Dasgupta Ganj, Giridih 295131",Firozabad,288.29,35459748,Ekbal Dasgupta,Inactive,kchaudhary@example.org,910020908360,635776,2024,Qtr 1,January,29,12
"88/372, Gera Zila, Tiruchirappalli-103051",Haldia,1136.17,33295496,Imaran Chaudry,Premium,janyasaha@example.net,912342967640,234933,2024,Qtr 1,January,12,14
"88/40, Bora Zila, Phusro-161515",Kurnool,1703.16,61020,Onkar Suresh,New,rudradeshpande@example.com,918421031341,345635,2024,Qtr 3,July,27,19
"88/43
Sunder Zila
Dibrugarh-657473",Guntur,1270.38,37309023,Dominic Dutt,Premium,msule@example.net,910605657715,716024,2023,Qtr 4,December,5,10
"880
Rau Nagar
Tenali-161447",Arrah,1762.86,82804543,Yamini Thakkar,New,amorar@example.com,910786953897,124227,2024,Qtr 3,August,2,8
"882
Sharma Marg, Berhampore 371055",Panvel,336.21,38355752,Udyati Shenoy,Premium,ilad@example.net,917198043543,848392,2023,Qtr 4,October,31,20
"883, Rout Marg
Tezpur-233753",Bokaro,1826.72,65368179,Ati Iyer,Premium,urmisahni@example.org,916668101665,212082,2023,Qtr 4,October,23,4
"886, Suresh Nagar
Vadodara 913194",Rampur,1560.64,94730288,Idika Bath,Regular,yuglall@example.net,914983861661,721290,2023,Qtr 3,July,4,17
"89
Munshi Ganj
Nadiad-575587",Tezpur,664.87,15631726,Ucchal Murthy,Inactive,paldavid@example.com,914769193931,47849,2024,Qtr 1,February,5,11
"89
Tak Marg, Mangalore 446678",Guntur,1503.54,37054866,Avi Sodhi,Regular,guhawarjas@example.net,919236914054,224009,2024,Qtr 2,April,30,2
"89
Thaker Road, Agra-525317",Mahbubnagar,1407.92,80875034,Vasatika Palla,Inactive,maanasrattan@example.com,910399688696,197561,2023,Qtr 3,July,15,4
"89, Bal Path
Kirari Suleman Nagar-340832",Deoghar,1322.32,65570302,Onveer Parsa,Inactive,widisha66@example.net,919055365379,918933,2024,Qtr 4,October,11,19
"89, Oza Circle, Chandrapur-723479",Bhilwara,380.49,31914222,Rajeshri Lad,Inactive,uraj@example.org,917055035409,757778,2024,Qtr 3,September,29,4
"89/04
Upadhyay Ganj
Ghaziabad 810468",Jamnagar,723.86,83304462,Diya Loyal,Premium,cheriannaksh@example.com,917808226804,121929,2024,Qtr 1,January,26,8
"89/07, Sangha Ganj
Suryapet-403179",Berhampur,602.63,13441874,Hemang Sandal,Inactive,ysingh@example.net,919735172951,970701,2023,Qtr 2,April,9,2
"89/528
Bhasin, Saharanpur 707355",Raiganj,1934.52,53354003,Yatin Borra,New,amara94@example.org,910486044530,821014,2024,Qtr 3,September,23,13
"89/53, Vyas Zila
Madhyamgram 137643",Coimbatore,1142.91,54952806,Manya Kohli,Regular,vchatterjee@example.net,913672212180,592310,2023,Qtr 2,May,4,1
"89/553
Vig Zila
Kharagpur-011223",Jorhat,1273,16435594,Aryan Ranganathan,Premium,darsh48@example.com,918430130194,848945,2024,Qtr 4,October,11,4
"89/64
Mall Road, Kochi-401679",Thoothukudi,1084.14,19523856,Aryan Sood,Premium,shettykashish@example.net,919307904764,468885,2023,Qtr 4,November,2,6
"89/706, Grewal Street, Jalgaon-268348",Mathura,790.59,4439806,Balendra Sethi,New,johalmadhavi@example.net,912826946272,838796,2024,Qtr 2,April,19,7
"890, Sastry, Narasaraopet-405280",Muzaffarpur,995.42,89995124,Gauri Butala,Premium,ranveeranne@example.org,915746130106,833041,2023,Qtr 4,October,29,6
"892
Dave Chowk
Bhatpara-152046",Saharsa,1734.32,71321741,Adya Virk,Regular,chakrikakrishna@example.com,918009910522,205275,2024,Qtr 1,February,27,18
"892, Shukla Path
Nandyal 578526",Erode,294.53,8395610,Ranveer Subramanian,Inactive,gourkeya@example.org,919565623211,820741,2024,Qtr 1,March,23,18
"893, Sengupta Path, Akola-055236",Buxar,738.1,14006996,Saumya Rau,Inactive,anitakorpal@example.org,910501044005,998569,2023,Qtr 3,July,31,15
"894, Chanda Road
Kamarhati 134874",Junagadh,1110.76,966247,Jeevika Deo,Inactive,sbalasubramanian@example.net,914778660685,410259,2023,Qtr 4,November,16,13
"90, Issac Circle
Giridih-159208",Bhimavaram,1066.86,53886685,Ayaan Dixit,New,henrykanda@example.net,911691736168,771068,2024,Qtr 2,May,1,11
